Respondent Id,Completed Date,CSAT score,What are your most important reasons for giving us that score?,CONTRACT_ID,Sub-Product,How would you rate the service you received from the consultant handling your enquiry?,Weâd love to know what the consultant did to earn such a rating?,CALL_TYPE,SUBCATEGORY,How could the consultant improve how they handled your enquiry?,OPERATOR,PRIMARY_DIVISION,INTERACTION_DATE,"Thinking about your call, was your enquiry resolved?",Category Summary: What are your most important reasons for giving us that score?,CLASSIFICATION,Date Convert,Completed Date 2,Week Ending,Month,Bank IVR Skill,Tribe,CSAT Group,Theme - Good,Theme - Improve,CSAT Theme,ASAT Group,ASAT Theme,Other and Non product Validation,CSAT Verbatim Group,CSAT Days,CSAT Verbatim and Classification Group,ASAT Verbatim Group,ASAT Days,Tribe Copy,Supervisor,ID,Work Type,FCR,FCR Yes,FCR No,Wave,CSAT_Combined_Text,ASAT_Combined_Text,CSAT_Clean_Text,ASAT_Clean_Text
11160270,2025-09-05 10:58:16,6,Because I am unable to make changes online â the change is going as a request and I then followed up. There is a lag in this process. I understand the security question however this was extremely inefficient.,143735892,AMP SAVER ACCOUNT,7,,Call - Inbound,Maintenance / Servicing,"There seem to be trouble in spelling the name of my street. I made an error on the postcode â something which would have helped. Carl would be to have a address selection, rather than address entry.","Delmonte, Carl",Genpact BCC,2025-05-08,"Yes, on first call",ALL->Digital-General_; ALL->Efficiency/Organisation_; ALL->Follow up/Responsiveness_; ALL->Timeliness_; Digital Experience->Digital-General; Effort/Resolution->Efficiency/Organisation; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness,Account Details,09/5/2025,2025-05-09,2025-05-11,2025-05-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Technology,Technology,Positive,,,with CSAT Verbatim,1,Account Details,with Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740047106,Deposit | My AMP,Yes,1,0,2,Because I am unable to make changes online â the change is going as a request and I then followed up. There is a lag in this process. I understand the security question however this was extremely inefficient. ALL->Digital-General_; ALL->Efficiency/Organisation_; ALL->Follow up/Responsiveness_; ALL->Timeliness_; Digital Experience->Digital-General; Effort/Resolution->Efficiency/Organisation; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness Technology Technology nan,7 nan,unable make changes online change going request followed lag process understand security question however extremely inefficient alldigitalgeneral allefficiencyorganisation allfollow upresponsiveness alltimeliness digital experiencedigitalgeneral effortresolutionefficiencyorganisation effortresolutionfollow upresponsiveness effortresolutiontimeliness technology,
11160268,2025-09-05 10:39:46,10,Very easy to deal with regarding any questions you have.,580499841,AMP ACCESS ACCOUNT,10,"Ma went looking to solve the issue i had and gave me the answers i was looking for, I called the previous day and this was unable to be sorted out by the person i talked with.",Call - Inbound,Maintenance / Servicing,,"Cruzate, Ma Lourdes",Genpact BCC,2025-05-08,"Yes, on first call",ALL->Ease of Service_; Overall Comments->Ease of Service,Account Details,09/5/2025,2025-05-09,2025-05-11,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Account Details,No Verbatim,1,EDB Existing Customer,"Dio, Rochelle",0,Deposit | My AMP,Yes,1,0,0,Very easy to deal with regarding any questions you have. ALL->Ease of Service_; Overall Comments->Ease of Service 0 nan nan,10 nan,easy deal regarding questions allease overall commentsease,
11162190,2025-12-05 18:48:37,0,I made 6 phone calls Was on hold for over an hour,180801961,AMP SAVER ACCOUNT,0,,Call - Inbound,Transactions,He could have told me my request would not be actioned for another 2 days My follow up calls were no better Glad I have taken all my money out of AMP banking,"Sespene, Rex",Genpact BCC,2025-05-09,"Yes, after multiple calls",ALL->Calling AMP_; ALL->Follow up/Responsiveness_; ALL->Phone Wait Time_; ALL->Timeliness_; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness; Phone/Call Center->Calling AMP; Phone/Call Center->Phone Wait Time,Query Transaction,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,Assistance,,with CSAT Verbatim,1,Query Transaction,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740009791,Deposit | My AMP,Yes,1,0,1,I made 6 phone calls Was on hold for over an hour ALL->Calling AMP_; ALL->Follow up/Responsiveness_; ALL->Phone Wait Time_; ALL->Timeliness_; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness; Phone/Call Center->Calling AMP; Phone/Call Center->Phone Wait Time Service - BCC Service - BCC nan,0 Assistance,made phone hold hour allcalling amp allfollow upresponsiveness allphone wait time alltimeliness effortresolutionfollow upresponsiveness effortresolutiontimeliness phonecall centercalling amp phonecall centerphone wait time bcc,
11162183,2025-12-05 16:15:57,8,"I have always found AMP Bank to be helpful.  I don't need to contact very often but when I do, the problem is solved quickly.  Explanations are clear and concise. My only difficulty at times is understanding accents over the phone .....  Very happy with AMP Bank and would recommend to friends",590154209,AMP SAVER ACCOUNT,10,"prompt efficient knowledgeable   understood the issue and could quickly explain, what needed to be done, supervisor sign off etc      the changes were set up for me",Call - Inbound,Transactions,,"Lunas, Montecarlo",Genpact BCC,2025-04-30,"Yes, on first call",ALL->Communication/Clarity_; ALL->Ease of Service_; ALL->Helpfulness_; ALL->Phone-Not Understand_; ALL->Problem Resolution_; ALL->Recommend_; ALL->Timeliness_; Brand->Recommend; Communication->Communication/Clarity; Effort/Resolution->Problem Resolution; Effort/Resolution->Timeliness; Overall Comments->Ease of Service; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand,Funds Transfer,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,Service - BCC,,Service - BCC,Positive,,,with CSAT Verbatim,1,Funds Transfer,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,Yes,1,0,1,"I have always found AMP Bank to be helpful.  I don't need to contact very often but when I do, the problem is solved quickly.  Explanations are clear and concise. My only difficulty at times is understanding accents over the phone .....  Very happy with AMP Bank and would recommend to friends ALL->Communication/Clarity_; ALL->Ease of Service_; ALL->Helpfulness_; ALL->Phone-Not Understand_; ALL->Problem Resolution_; ALL->Recommend_; ALL->Timeliness_; Brand->Recommend; Communication->Communication/Clarity; Effort/Resolution->Problem Resolution; Effort/Resolution->Timeliness; Overall Comments->Ease of Service; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand Service - BCC nan Service - BCC",10 nan,always found amp bank helpful dont need contact often problem solved quickly explanations clear concise difficulty times understanding accents phone happy amp bank recommend friends allcommunicationclarity allease allhelpfulness allphonenot understand allproblem resolution allrecommend alltimeliness brandrecommend communicationcommunicationclarity effortresolutionproblem resolution effortresolutiontimeliness overall commentsease people interactionhelpfulness phonecall centerphonenot understand bcc,
11162181,2025-12-05 15:37:56,8,,TD727109795,,9,she was very patient to solve the issue,Call - Inbound,Maintenance / Servicing,,"Marcelo, Anneliese",Genpact BCC,2025-05-08,"Yes, on first call",,Balance Enquiry,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Balance Enquiry,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740023613,Deposit | My AMP,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,9 nan,csat verbatim,
11162174,2025-12-05 14:41:53,7,"I was disappointed that I almost had to beg for information. Firstly, I needed the interest to be credited to my ANZ account, a simple task, well maybe. Then I asked about a better rate for my investment to be for twelve months. Difficult, so I said that I would have to seek a better rate elsewhere. The person then proceeded to tell me it had to be completed in seven days, I think, and that landed on a Sunday. The person gave up at this point and I hung up confused and disappointed at the was, as a client was treated. The person was not rude, but the conversation was difficult. I then phoned back, maybe next day, to have the term deposit terminated and the funds transferred to the ANZ bank, and I asked, again, if there was a better rate. There was, and I have reinvested with AMP for twelve months at 4.5%. But this was hard work on my behalf to achieve a result. I was extremely disappointed to say the least. I hope somebody reads this response. Somebody can phone me if they wish 0400042544.",TD807023262,,6,,Call - Inbound,Product Enquiry,Maybe she should know her job better or have better information so that she can respond to questions. If Kashyr is the person to talk to about term deposits she should have access to all information and be able to make decisions. If she has to speak to some other person about interest rates that person should respond promptly.,"Barde, Kashyr",Genpact BCC,2025-05-09,"Yes, after multiple calls",ALL->Account Transactions_; ALL->Affordable/Value for Money_; ALL->Competitiveness_; ALL->Ease of Service_; ALL->Follow up/Responsiveness_; ALL->Investment Results_; ALL->Personability_; ALL->Processes/Procedures_; ALL->Products-General_; Brand->Competitiveness; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Processes/Procedures; Overall Comments->Ease of Service; People Interaction->Personability; Pricing->Affordable/Value for Money; Products->Investments->Investment Results; Products->Products-General; Transactions->Account Transactions,Term Deposit,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,Service - BCC,,Service - BCC,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Term Deposit,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740047676,Deposit | My AMP,Yes,1,0,1,"I was disappointed that I almost had to beg for information. Firstly, I needed the interest to be credited to my ANZ account, a simple task, well maybe. Then I asked about a better rate for my investment to be for twelve months. Difficult, so I said that I would have to seek a better rate elsewhere. The person then proceeded to tell me it had to be completed in seven days, I think, and that landed on a Sunday. The person gave up at this point and I hung up confused and disappointed at the was, as a client was treated. The person was not rude, but the conversation was difficult. I then phoned back, maybe next day, to have the term deposit terminated and the funds transferred to the ANZ bank, and I asked, again, if there was a better rate. There was, and I have reinvested with AMP for twelve months at 4.5%. But this was hard work on my behalf to achieve a result. I was extremely disappointed to say the least. I hope somebody reads this response. Somebody can phone me if they wish 0400042544. ALL->Account Transactions_; ALL->Affordable/Value for Money_; ALL->Competitiveness_; ALL->Ease of Service_; ALL->Follow up/Responsiveness_; ALL->Investment Results_; ALL->Personability_; ALL->Processes/Procedures_; ALL->Products-General_; Brand->Competitiveness; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Processes/Procedures; Overall Comments->Ease of Service; People Interaction->Personability; Pricing->Affordable/Value for Money; Products->Investments->Investment Results; Products->Products-General; Transactions->Account Transactions Service - BCC nan Service - BCC",6 Non-agent opportunity,disappointed almost beg information firstly needed interest credited anz account simple task well maybe asked rate investment twelve months difficult said seek rate elsewhere proceeded tell completed seven days think landed sunday gave point hung confused disappointed client treated rude conversation difficult phoned back maybe next day term deposit terminated funds transferred anz bank asked rate reinvested amp twelve months hard work behalf achieve result extremely disappointed say least hope somebody reads response somebody phone wish allaccount transactions allaffordablevalue money allcompetitiveness allease allfollow upresponsiveness allinvestment results allpersonability allprocessesprocedures allproductsgeneral brandcompetitiveness effortresolutionfollow upresponsiveness effortresolutionprocessesprocedures overall commentsease people interactionpersonability pricingaffordablevalue money productsinvestmentsinvestment results productsproductsgeneral transactionsaccount transactions bcc,nonagent opportunity
11162172,2025-12-05 14:26:16,8,"Because I misunderstood the finer details  I lost out on savings account , went from 4-75 to -75.",687904309,AMP SAVER ACCOUNT,10,I was able to explain what I had done and Roanne understood me and explained what I had done wrong. I am not happy about my loss of interest but as I know now it will NOT happen again,Call - Inbound,Product Enquiry,,"Santelices, Roanne",Genpact BCC,2025-05-01,"Yes, on first call",ALL->Products-General_; Products->Products-General,Transaction / Savings Account,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,Product and Policy,,Product and Policy,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740047907,Deposit | My AMP,Yes,1,0,1,"Because I misunderstood the finer details  I lost out on savings account , went from 4-75 to -75. ALL->Products-General_; Products->Products-General Product and Policy nan Product and Policy",10 nan,misunderstood finer details lost savings account went allproductsgeneral productsproductsgeneral product policy product policy,
11162169,2025-12-05 14:01:03,1,It took me 45 minutes to reverse a simple payment.  Getting bounced around some Manila call centre was a disappointing experience.,317768456,OFFSET DEPOSIT ACCOUNT,1,,Call - Inbound,Transactions,"She might not have been the first person I spoke to.  I spoke to at least three people, two of which couldn't understand the simple issue despite constant explanations.","Sena, Wilma",Genpact BCC,2025-05-08,"Yes, after multiple calls",ALL->Calling AMP_; ALL->Payments_; ALL->Timeliness_; Effort/Resolution->Timeliness; Phone/Call Center->Calling AMP; Transactions->Payments,Query Transaction,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,Retention,Retention,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Query Transaction,with Verbatim,1,Lending Existing Customer,"Reyes, Mark Anthony",740032227,Deposit | My AMP,Yes,1,0,2,It took me 45 minutes to reverse a simple payment.  Getting bounced around some Manila call centre was a disappointing experience. ALL->Calling AMP_; ALL->Payments_; ALL->Timeliness_; Effort/Resolution->Timeliness; Phone/Call Center->Calling AMP; Transactions->Payments Retention Retention nan,1 Non-agent opportunity,took minutes reverse simple payment getting bounced around manila centre disappointing experience allcalling amp allpayments alltimeliness effortresolutiontimeliness phonecall centercalling amp transactionspayments retention,nonagent opportunity
11162163,2025-12-05 13:04:45,10,Any disappointment lies with the fact that interest rates take months to rise and crash immediately the RB drops tgecrate a small percentage.,194152310,AMP SAVER ACCOUNT,10,"Pleasant, patient, answered any questions, any issue resolved.",Call - Inbound,,,"Gili, Liezel",Genpact BCC,2025-04-30,"Yes, on first call",ALL->Investment Results_; ALL->Reputation_; ALL->Timeliness_; ALL->Trust and Reliability_; Brand->Trust and Reliability; Effort/Resolution->Timeliness; Products->Investments->Investment Results; Reputation,,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,Deposit rates,,Deposit rates,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740040947,Deposit | My AMP,Yes,1,0,2,Any disappointment lies with the fact that interest rates take months to rise and crash immediately the RB drops tgecrate a small percentage. ALL->Investment Results_; ALL->Reputation_; ALL->Timeliness_; ALL->Trust and Reliability_; Brand->Trust and Reliability; Effort/Resolution->Timeliness; Products->Investments->Investment Results; Reputation Deposit rates nan Deposit rates,10 nan,disappointment lies fact interest rates take months rise crash immediately rb drops tgecrate small percentage allinvestment results allreputation alltimeliness alltrust reliability brandtrust reliability effortresolutiontimeliness productsinvestmentsinvestment results reputation deposit rates deposit rates,
11162162,2025-12-05 12:51:47,10,,851075689,AMP FIRST,10,,Call - Inbound,Product Enquiry,,"Romero, Aegis",Genpact BCC,2025-04-29,"Yes, on first call",,,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048321,Deposit | My AMP,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11162161,2025-12-05 12:47:33,10,,TD224946434,,10,Very helpful handled very well thanks Denice.,Call - Inbound,Maintenance / Servicing,,"Bueno, Deniece",Genpact BCC,2025-05-10,"Yes, on first call",,Term Deposit Maturity / Break,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Term Deposit Maturity / Break,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048458,Deposit | My AMP,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11162159,2025-12-05 12:34:43,8,,874675443,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST (INVESTMENT),9,He confirmed my enquire promptly,Call - Inbound,Maintenance / Servicing,,"Dublas, Rance Ashley",Genpact BCC,2025-05-09,"Yes, on first call",,Account Details,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Account Details,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740039348,Lending,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,9 nan,csat verbatim,
11162148,2025-12-05 11:34:01,6,Disappointed in the change of rules with the saver account because you have to put back any money withdrawn to gain bonus interest,846340308,AMP SAVER ACCOUNT,6,,Call - Inbound,Transactions,Unfortunately the new rules are the rules so she could only explain them again to me but it has only resulted in withdrawing the funds to use elsewhere,"Tanes, Cherrydel",Genpact BCC,2025-05-01,"Yes, on first call",ALL->Account Transactions_; ALL->Products-General_; Products->Products-General; Transactions->Account Transactions,Funds Transfer,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Product and Policy,Product and Policy,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Funds Transfer,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048418,Deposit | My AMP,Yes,1,0,1,Disappointed in the change of rules with the saver account because you have to put back any money withdrawn to gain bonus interest ALL->Account Transactions_; ALL->Products-General_; Products->Products-General; Transactions->Account Transactions Product and Policy Product and Policy nan,6 Non-agent opportunity,disappointed change rules saver account put back money withdrawn gain bonus interest allaccount transactions allproductsgeneral productsproductsgeneral transactionsaccount transactions product policy product policy,nonagent opportunity
11162131,2025-12-05 10:20:13,8,,457850408,OFFSET DEPOSIT ACCOUNT,8,,Call - Inbound,Online,,"Odulio, Anna",Genpact BCC,2025-05-07,"Yes, after multiple calls",,Registration,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Registration,No Verbatim,1,Lending Existing Customer,"Reyes, Mark Anthony",740037888,Deposit | My AMP,Yes,1,0,2,nan nan No CSAT Verbatim nan nan,8 nan,csat verbatim,
11162129,2025-12-05 10:19:08,7,As a shareholder i am not seeing any improvement in share holder value .,468199521,AMP SAVER ACCOUNT,9,Your consultant knew what they  were talking about and was very helpful and was able to resolve the matter .,Call - Inbound,,,"Cruzate, Ma Lourdes",Genpact BCC,2025-05-01,Too early to tell,ALL->Affordable/Value for Money_; ALL->Investments-General_; Pricing->Affordable/Value for Money; Products->Investments->Investments-General,,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Dio, Rochelle",0,Deposit | My AMP,,0,0,0,As a shareholder i am not seeing any improvement in share holder value . ALL->Affordable/Value for Money_; ALL->Investments-General_; Pricing->Affordable/Value for Money; Products->Investments->Investments-General 0 nan nan,9 nan,shareholder seeing improvement share holder value allaffordablevalue money allinvestmentsgeneral pricingaffordablevalue money productsinvestmentsinvestmentsgeneral,
11162120,2025-12-05 10:02:56,0,,71664361,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,8,,Call - Inbound,Product Enquiry,Work for someone better than AMP,"Sison, Razelle",Genpact BCC,2025-05-02,"Yes, on first call",,Home Loan,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Home Loan,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048522,Lending,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,8 nan,csat verbatim,
11160439,2025-12-05 09:27:39,8,"I find that some of the help are great, and then there are the ones that don't listen to you and keep asking the same Q again and again . So Frustrating if they have a strong accent that I can't understand, and that they also talk so fast it makes it even harder to understand.",160527974,AMP ACCESS ACCOUNT,8,,Call - Inbound,Product Enquiry,"She was just fine, 8 is a good rate. She was doing her job and I was satisfied with the results.","Parado, Caitleene",Genpact BCC,2025-05-02,"Yes, on first call",ALL->Communication/Clarity_; ALL->Helpfulness_; ALL->Listening_; ALL->Phone-Not Understand_; ALL->Timeliness_; Communication->Communication/Clarity; Communication->Listening; Effort/Resolution->Timeliness; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand,Transaction / Savings Account,12/5/2025,2025-05-12,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048476,Digicomms,Yes,1,0,1,"I find that some of the help are great, and then there are the ones that don't listen to you and keep asking the same Q again and again . So Frustrating if they have a strong accent that I can't understand, and that they also talk so fast it makes it even harder to understand. ALL->Communication/Clarity_; ALL->Helpfulness_; ALL->Listening_; ALL->Phone-Not Understand_; ALL->Timeliness_; Communication->Communication/Clarity; Communication->Listening; Effort/Resolution->Timeliness; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand 0 nan nan",8 nan,find ones dont listen keep asking frustrating strong accent cant understand fast makes even harder understand allcommunicationclarity allhelpfulness alllistening allphonenot understand alltimeliness communicationcommunicationclarity communicationlistening effortresolutiontimeliness people interactionhelpfulness phonecall centerphonenot understand,
11162326,5/13/2025 03:30:43 PM,6,Time taken to sort a simple problem,297396962,AMP ACCESS ACCOUNT,7,,Call - Inbound,Maintenance / Servicing,"I was asking for a copy of Bank Statement up to 2.5.2025 due to closure of Account.  Seemed to be a lot of questions and passwords to do so, which took considerable time.  However I have since received copies in mail as requested, Thank You.","Sena, Wilma",Genpact BCC,2025-05-05,"Yes, on first call",ALL->Uncategorised_; Uncategorised,Statement/ Transaction Listing,5/13/2025,2025-05-13,2025-05-18,2025-05-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Service - BCC,Service - BCC,Positive,,,with CSAT Verbatim,1,Statement/ Transaction Listing,with Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740032227,Deposit | My AMP,Yes,1,0,2,Time taken to sort a simple problem ALL->Uncategorised_; Uncategorised Service - BCC Service - BCC nan,7 nan,time taken simple problem alluncategorised uncategorised bcc,
11162320,5/13/2025 01:26:17 PM,4,I dont know if my issue is resolved,152793543,ADVANTAGE VARIABLE RATE LOAN - PRINCIPAL & INTEREST,6,,Call - Inbound,Maintenance / Servicing,john was friendly but i dont know if my issue is resolved,"Salvacion, John",Genpact BCC,2025-05-12,Not yet resolved,ALL->Problem Resolution_; Effort/Resolution->Problem Resolution,Account Details,5/13/2025,2025-05-13,2025-05-18,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,Generic,Generic,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Account Details,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740047912,Lending,No,0,1,1,I dont know if my issue is resolved ALL->Problem Resolution_; Effort/Resolution->Problem Resolution Generic Generic nan,6 Non-agent opportunity,dont know issue resolved allproblem resolution effortresolutionproblem resolution generic,nonagent opportunity
11162317,5/13/2025 12:33:20 PM,2,https://www.2gb.com/exclusive-foreign-call-centres-using-a-i-to-trick-aussies/oor communication,628323523,PROFESSIONAL PACK VARIABLE RATE LOAN - INTEREST ONLY VARIABLE PAYMENT (INVESTMENT),2,,Call - Inbound,Online,More training,"Balatbat, Querubin",Genpact BCC,2025-05-06,Not yet resolved,ALL->Communication/Clarity_; ALL->Phone-Not Understand_; Communication->Communication/Clarity; Phone/Call Center->Phone-Not Understand,Registration,5/13/2025,2025-05-13,2025-05-18,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,Generic,Generic,Negative,Professionalism,,with CSAT Verbatim,1,Registration,with Verbatim,1,Lending Existing Customer,"Cuanico, Maria Cassandra",740048069,Digicomms,No,0,1,1,https://www.2gb.com/exclusive-foreign-call-centres-using-a-i-to-trick-aussies/oor communication ALL->Communication/Clarity_; ALL->Phone-Not Understand_; Communication->Communication/Clarity; Phone/Call Center->Phone-Not Understand Generic Generic nan,2 Professionalism,httpswwwgbcomexclusiveforeigncallcentresusingaitotrickaussiesoor communication allcommunicationclarity allphonenot understand communicationcommunicationclarity phonecall centerphonenot understand generic,professionalism
11162316,5/13/2025 12:20:12 PM,8,"My Finance Advisor Ralph is always very helpful, flexible and considerate. The customer service on the 12th May was helpful but like many customer centres training & working off scripts so assuming what information I required. However he did consult with a manager & provided  the information.",427825757,AMP ESSENTIAL HOME LOAN,7,,Call - Inbound,Work in Progress Enquiry,Listen closely & although he is enthusiastic try not to assume the request. However he was helpful and pleasant. Thanks,"Salvacion, John",Genpact BCC,2025-05-12,"Yes, on first call",ALL->Communication/Clarity_; ALL->Helpfulness_; ALL->Personability_; ALL->Processes/Procedures_; Communication->Communication/Clarity; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; People Interaction->Personability,Loan Variation,5/13/2025,2025-05-13,2025-05-18,2025-05-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Loan Variation,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740047912,Lending,Yes,1,0,1,"My Finance Advisor Ralph is always very helpful, flexible and considerate. The customer service on the 12th May was helpful but like many customer centres training & working off scripts so assuming what information I required. However he did consult with a manager & provided  the information. ALL->Communication/Clarity_; ALL->Helpfulness_; ALL->Personability_; ALL->Processes/Procedures_; Communication->Communication/Clarity; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; People Interaction->Personability 0 nan nan",7 nan,finance ralph always helpful flexible considerate th helpful like centres training working scripts assuming information required however consult manager provided information allcommunicationclarity allhelpfulness allpersonability allprocessesprocedures communicationcommunicationclarity effortresolutionprocessesprocedures people interactionhelpfulness people interactionpersonability,
